plate,numinSet,sample,pop,individual,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,run.date,SampleWeight,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111
NA,76,AO-F-9-6,9,6,90,1698,6,6,NA,NA,90,19:46:18 Wed 04-May-16,66.1,28.6771304656,287.729247588,1334.4643323981,37.6823695491,1888.2982875657,207.1991836749,12139.0319841668,2504.319019167,48.0878998794,14.454306717,0.0229035923,0.6588608196,6.7444614488,223.5514345877,0.0079431041,-0.5918796726,21.6862860656,29.7526678376,0.1291201984,0.0239121675
NA,95,AO-F-9-7,9,7,106,1714,6,6,NA,NA,106,20:46:22 Wed 04-May-16,109,19.228440359,46.5331042953,3413.3355204541,37.2010353265,3264.017974197,1296.4263107603,18918.5749709122,8342.0512802516,83.5271586408,79.683646225,0.0267114848,0.3620578212,5.3102753163,59.5841457511,0.032115954,0.3813947008,24.3623360967,106.7619470185,0.4768186312,0.0456973127
NA,81,AO-F-9-8,9,8,85,1693,6,6,NA,NA,85,19:27:33 Wed 04-May-16,164.4,28.2784889513,28.0044627434,1701.7246958956,32.537369871,3262.241338257,2430.9764425014,16378.7140355468,9299.2037990421,95.2842668278,69.8956965672,0.0166063541,0.2229073835,9.3535285213,48.4417702856,0.0120985812,-0.0487083293,19.1459613158,126.9312941838,0.4427409514,0.0430145332
NA,79,AO-F-9-9,9,9,87,1695,6,6,NA,NA,87,19:35:03 Wed 04-May-16,80.8,18.1228027719,61.9651352582,2080.550939948,34.4411645817,3823.8177788905,1404.0288435804,22514.3570530831,5456.3213469532,88.5916485436,94.7866762048,0.0355572218,0.4737000534,10.6906344336,87.4529708243,0.0099832819,-0.2401869287,29.0766933,69.0594904428,0.2142952096,0.1278484498
NA,94,AO-F-9-10,9,10,105,1713,6,6,NA,NA,105,20:42:37 Wed 04-May-16,75.7,31.1203350956,45.4838193799,1025.4230562555,43.0926970795,2346.3476271444,519.1726750326,14261.3352920189,1452.7914735139,69.0045612822,23.8555979007,0.0330039962,0.5759005427,5.1516934048,66.1739286342,0.0210340686,0.3710811735,25.0322504466,11.9798962214,0.0940691997,0.0170096025
NA,86,AO-F-9-11,9,11,96,1704,6,6,NA,NA,96,20:08:50 Wed 04-May-16,45.8,34.5901232843,43.8765892035,1307.5914899537,53.3955209365,3071.4727883336,1246.1878697001,12216.4839378349,6331.5368898402,110.835207727,58.0666361213,0.0329259498,0.3932641147,8.2616815385,79.8593578339,0.0223948046,0.4476276455,21.9875579789,78.7261077446,0.299753421,0.0521747582
NA,64,AO-F-9-12,9,12,72,1680,6,6,NA,NA,72,18:38:48 Wed 04-May-16,65.4,15.2829773744,32.9844611381,1758.8284724122,24.1829365987,3115.8715762473,1125.5087943444,17848.8461171472,4512.0880508459,74.1288939743,38.9009098802,0.0206695217,0.3436487549,8.4210638304,55.1952570194,0.0065035761,0.5085720781,40.2367033418,55.6180860518,0.1316861175,0.0925787756
NA,97,AO-F-9-13,9,13,120,1728,6,6,NA,NA,120,21:38:55 Wed 04-May-16,110.4,22.3646746351,90.797834285,1645.6006943561,29.9194202508,2976.7898051629,1258.6429485255,17039.3102193721,3170.803104651,51.8993683746,32.0458280714,0.0192525102,0.2550033639,3.8590448523,70.4216719457,0.0064920126,-0.0088491914,25.3145987631,38.6578815433,0.1843959277,0.0233380176
NA,92,AO-F-9-14,9,14,103,1711,6,6,NA,NA,103,20:35:07 Wed 04-May-16,141.4,18.3743935078,27.8087790786,3327.5170222342,40.12890869,2860.8174802188,2425.6595319786,19948.2542561273,7104.4608347102,74.710417676,63.1863096736,0.0411887693,0.238890719,6.6666906664,44.4171058478,0.0767211143,0.0774269393,32.6776357657,92.1908025575,0.3962207876,0.041709041
NA,77,AO-F-9-15,9,15,89,1697,6,6,NA,NA,89,19:42:33 Wed 04-May-16,115,10.0156620765,92.3525860363,1269.7286694351,94.4279583566,3167.8238888571,1826.8376079557,27475.3471755206,2575.0252466109,142.4874688354,22.5280732708,0.03687419,0.5820520641,8.913113688,124.0544372755,0.0146057758,-0.1129207081,41.9038919448,30.604799298,0.3140400171,0.1521462813
NA,65,AO-F-9-16,9,16,73,1681,6,6,NA,NA,73,18:42:33 Wed 04-May-16,100.7,15.5326150956,13.5313011658,1768.6332108059,39.3636319292,3196.7872654355,2414.7537112618,25063.1229235901,3868.5677076054,104.4663921692,21.5549335971,0.0181045861,0.3232638264,6.9603668252,27.53847164,0.0075708386,0.107724125,42.0353590399,47.1096893677,0.4499815957,0.1056126185
NA,75,AO-F-9-17,9,17,92,1700,6,6,NA,NA,92,19:53:50 Wed 04-May-16,121,17.297692372,31.7678382292,924.844923086,21.2227183146,2987.1520199548,1504.3458963274,26568.9670058628,2930.2166494392,51.2089931556,20.5604893725,0.0118267462,0.2914924763,6.1240671808,45.0195132394,0.0055408112,-0.2937049688,28.9284868858,34.6772349385,0.5870512983,0.1034651344
NA,90,AO-F-9-18,9,18,100,1708,6,6,NA,NA,100,20:23:50 Wed 04-May-16,190.5,20.7977637534,120.3061441737,2159.4472555285,37.0399683255,5960.6603503971,3225.9069262588,34128.3176456762,3531.1685250006,81.7240521464,41.7102492411,0.0254606253,0.4588719229,10.2002931536,136.5472449957,0.0535175366,0.1212701086,51.9966524971,39.107139043,0.6813604138,0.0725651792
NA,96,AO-F-9-19,9,19,107,1715,6,6,NA,NA,107,20:50:06 Wed 04-May-16,105.7,7.3111432656,18.6062365969,1057.5327583116,32.0861376847,4172.6645157607,1200.750957414,19867.3673076717,3363.5761208552,75.6234778329,28.53750426,0.0189811204,0.2698271961,7.9602755665,21.1097118721,0.0131922778,0.2967598455,29.5906126651,30.8905538592,1.3325125903,0.0394231269
NA,80,AO-F-9-20,9,20,86,1694,6,6,NA,NA,86,19:31:18 Wed 04-May-16,111.1,24.3786824578,33.719279055,1368.3337476461,37.7279248349,4349.0504210232,1884.0126325057,36726.2404009904,2974.9715489296,106.6407008058,35.5708430772,0.0216769293,0.3247523553,10.8224175097,50.4877136925,0.0144716749,0.0889434186,36.5349617458,41.3017372787,0.6495953625,0.4053044574
NA,113,AO-F-10-1,10,1,126,1734,6,6,NA,NA,126,22:01:28 Wed 04-May-16,105.9,14.1814314326,26.2652582327,1097.5669456373,25.3262405427,2696.6891997852,1056.2645820137,25313.6424687975,2491.4023832285,42.1935273533,33.484441216,0.0176740831,0.4132298355,6.1455489129,36.718856207,0.0037094652,-0.0374794148,30.7520923951,26.7828752084,0.0939051894,0.0220387308
NA,104,AO-F-10-2,10,2,113,1721,6,6,NA,NA,113,21:12:40 Wed 04-May-16,102.9,12.1760002079,79.5700355546,1007.0344977451,18.0198746366,2283.7583976893,619.6816848655,23485.2469744765,2171.2864108177,34.9132717652,20.7236284548,0.0128497653,0.1823534832,4.6177353659,27.1646945041,0.0051000169,-0.3408942553,30.8142156857,25.4342949673,0.0916788649,0.0453001026
NA,101,AO-F-10-3,10,3,116,1724,6,6,NA,NA,116,21:23:55 Wed 04-May-16,142.4,7.3261577783,9.4490781444,1286.7968954543,37.9295858888,2349.9793578012,1181.4992629282,23395.1190911329,2120.5318054563,55.5365230734,28.0685841365,0.0168377834,0.2637208187,4.5498965644,23.8102237682,0.0030500162,0.0130494336,40.1965206363,28.3026644819,0.12922643,0.0947383389
NA,123,AO-F-10-4,10,4,145,1753,6,6,NA,NA,145,23:12:48 Wed 04-May-16,107.1,21.2255549152,26.9463789042,2395.6959991033,39.3097230329,2150.2828789072,1033.817979193,21287.9197256214,4939.929204193,65.6743321261,50.2888972093,0.0198807287,0.3410240445,5.7473758211,25.8053298906,0.0087981507,0.0325299156,32.1165318161,67.9854270487,0.1504526662,0.0535378063
NA,130,AO-F-10-5,10,5,137,1745,6,6,NA,NA,137,22:42:45 Wed 04-May-16,112.3,8.698562275,37.8667236973,1258.7032499377,115.2932801913,3093.3132761419,1691.5232162311,18611.5046001597,3379.2913022642,133.0443627745,36.4385256272,0.0405188972,0.3547460097,8.6660404917,39.9376827936,0.0058497515,-0.2801238111,26.685555721,44.1921711064,0.4187739616,0.0614227755
NA,137,AO-F-10-6,10,6,153,1761,6,6,NA,NA,153,23:42:51 Wed 04-May-16,138.3,24.5580567283,124.3991980121,1764.538378414,154.3429006259,3626.4106137141,1755.4822646469,17031.9514622323,2799.736508657,141.2464693103,25.9013845571,0.0562824727,0.4654465602,7.5255030165,44.7251661098,0.0051809525,0.0231449316,36.5426585578,36.1035458349,0.072293056,0.2001390324
NA,131,AO-F-10-7,10,7,136,1744,6,6,NA,NA,136,22:39:00 Wed 04-May-16,152.4,67.0194104655,48.9537727615,1804.8503309231,72.0007777668,3666.414485991,2335.0470930197,18366.0647823803,3014.5087513446,78.5077115161,37.8879357034,0.0243111236,0.1961490274,8.2320806899,41.6549007259,0.0035641129,-0.1877036695,39.9288294586,39.6167846714,0.054559573,0.046713763
NA,124,AO-F-10-8,10,8,144,1752,6,6,NA,NA,144,23:09:03 Wed 04-May-16,108.1,26.2246798932,47.7512064202,1212.7148043706,82.5036039789,3112.7021013013,1181.0733478473,18920.6816528697,2328.6288183427,94.8595315049,21.0018949824,0.0289618954,0.4871877128,7.2539525175,43.1259596788,0.0050285322,0.667188943,31.8835794049,25.3038745157,0.1593215297,0.0338852536
NA,111,AO-F-10-9,10,9,124,1732,6,6,NA,NA,124,21:53:58 Wed 04-May-16,104.3,6.6779663324,12.0829514565,2308.240479795,39.9338190325,4425.0767062,1854.3739455919,27937.6225692149,4615.4809262335,90.6608183076,38.4998255113,0.0203987209,0.3314422993,9.2240266036,34.9498955172,0.0016462233,0.0207174548,49.9044858559,59.9492322778,0.267924355,0.1072277221
NA,109,AO-F-10-10,10,10,122,1730,6,6,NA,NA,122,21:46:28 Wed 04-May-16,109.4,16.7380564526,28.7759630403,1528.8222920179,75.2980108012,3674.5326128758,1766.2244485006,22353.409913226,3575.0415432501,104.065129332,47.6297178444,0.0294703907,0.4460493159,10.5938013095,40.4871786835,0.0048398766,0.0110280102,30.7762100384,42.9920303719,0.1489746281,0.2760422874
NA,118,AO-F-10-11,10,11,132,1740,6,6,NA,NA,132,22:24:01 Wed 04-May-16,99.8,27.2139040971,124.8547299372,1092.1268665026,108.2982189602,3211.9194495807,728.4051138761,25855.2410890861,2078.2107612342,97.0287633823,34.7197722597,0.0373236584,0.5777355142,6.7145562778,38.0206502368,0.0031761883,-0.0860803081,54.3415321301,27.3365531586,0.1700895675,0.0294278081
NA,125,AO-F-10-12,10,12,143,1751,6,6,NA,NA,143,23:05:18 Wed 04-May-16,103.3,30.1349325745,93.9282128496,1499.6220521793,53.530927808,2623.6038915702,993.0992460022,20883.9949994374,2861.2612073624,75.1951839945,32.4643757914,0.0303144318,0.3958128853,4.3272215583,28.1436239915,0.0110294107,-2.0628101348,39.5298964514,34.4018663445,0.1591925695,0.0415284274
NA,116,AO-F-10-13,10,13,129,1737,6,6,NA,NA,129,22:12:43 Wed 04-May-16,138.9,15.7456912515,50.4844355936,1442.2036302873,488.6401269687,3461.3752155003,871.8161329538,17772.8444328683,2295.3087327376,406.7344504517,34.3708704416,0.146918959,1.2252819681,10.2899663576,42.7182765848,0.0114248344,-0.0300493232,30.2527268006,27.3908786773,0.110522895,0.0773413562
NA,99,AO-F-10-14,10,14,118,1726,6,6,NA,NA,118,21:31:25 Wed 04-May-16,108.9,27.9314876698,45.6485273597,1299.2390768342,225.4791083818,3447.3363407092,1552.6835319157,19482.7288272793,1380.1013617176,212.8010627135,27.8711418417,0.0701423206,0.6607707807,10.5839982961,34.4316819947,0.0123840959,-0.0467895528,33.3351112686,14.7490113658,0.1275455175,0.0749404363
NA,107,AO-F-10-15,10,15,109,1717,6,6,NA,NA,109,20:57:36 Wed 04-May-16,112.5,15.8261700006,29.7339904552,2032.7849835944,174.246894011,3586.5749507732,1616.5934896685,27135.1465610009,4587.7218088906,148.0864536517,42.6967125049,0.0608241237,0.8454316003,7.7878411874,34.8061265717,0.0155991198,-4.8779063267,62.3743976061,70.5056619717,0.05813901,0.1921220886
NA,136,AO-F-10-16,10,16,152,1760,6,6,NA,NA,152,23:39:06 Wed 04-May-16,113.2,31.5821590479,35.7071536029,1806.4383423686,111.0397619862,2731.0959408429,887.714347115,22970.0670252697,5448.2293282,142.7691823245,22.3292711176,0.0440902078,0.3726309326,6.5318310406,22.2598348499,0.0090762308,0.1031443635,23.8075959972,82.6391512163,0.0968801047,0.1007443309
NA,132,AO-F-10-17,10,17,135,1743,6,6,NA,NA,135,22:35:15 Wed 04-May-16,106.4,12.5432557617,15.5472652556,870.0671923984,37.2243968615,2975.0865220312,1990.4305081239,21727.0223579122,8580.3703771423,141.2424081749,51.4569732057,0.0194111545,0.1668324688,9.0363225913,13.2794372227,0.0048614463,-0.2838196915,20.2178973697,143.2399298373,0.3369453377,0.1519035461
NA,126,AO-F-10-18,10,18,142,1750,6,6,NA,NA,142,23:01:33 Wed 04-May-16,117.2,20.6180482417,13.4606076393,3097.7774919031,17.8249828613,3214.8032465975,1860.8437835449,14515.3933914146,10008.2935060739,73.5345477409,36.4289948368,0.0164874092,0.1831091325,7.6707691113,38.9767503573,0.0153815761,0.2475997177,17.8761464345,115.6004348979,0.6218376273,0.0799879806
NA,105,AO-F-10-19,10,19,112,1720,6,6,NA,NA,112,21:08:55 Wed 04-May-16,160.3,36.1772694637,28.7989928368,1387.2637308594,28.9317595154,2298.2106398396,900.405561545,12736.7813303935,2214.5777794506,44.6576721874,13.3651371825,0.0142402219,0.480924373,4.4905681307,14.9528302585,0.0061551925,-0.2787088528,25.5910067577,25.4517267031,0.0739502037,0.0901390577
NA,114,AO-F-10-20,10,20,127,1735,6,6,NA,NA,127,22:05:13 Wed 04-May-16,105.3,59.9781254369,110.6307119696,1300.1197894151,85.8351009115,2405.7736494187,553.7374691728,11843.0311726245,1479.6729020823,85.125942598,15.3255782025,0.0316445633,0.7640995766,5.6892050742,19.4078300723,0.0036922361,-0.1899427119,28.6604549929,15.4312706416,0.0723744432,0.0847373737
