plate,numinSet,sample,sampleid,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,run.date,SampleWeight,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111
NA,242,AO-1-327,327,269,269,1,1,NA,NA,269,09:24:16 Fri 22-Apr-16,110.1,92.1450421454,201.2810006733,2438.3034966951,34.4631872235,630.0898613643,861.2041079205,55621.6122640762,5614.8634208558,60.5861587586,127.1515871886,0.069348709,0.120418365,4.6667318002,10.775511375,0.1380225141,0.3259556399,43.038790247,31.286275662,5.7891045104,0.1532786634
NA,191,AO-1-328,328,203,203,1,1,NA,NA,203,05:16:17 Fri 22-Apr-16,107.9,20.3484530671,155.896193587,947.9726287907,34.1261991739,522.3504266329,1262.0033307915,31258.7959747093,4446.5699696785,85.0186081221,119.6899374264,0.0476686416,0.124072197,16.7556333051,15.7180554364,0.1007638869,1.0094994142,17.4930719283,19.9591505445,9.7427375203,0.097703907
NA,190,AO-1-329,329,204,204,1,1,NA,NA,204,05:20:01 Fri 22-Apr-16,108.5,12.8643615331,116.9144461218,710.4076447996,57.6565393497,538.8171477265,458.8664256053,25391.2173256207,1927.714299929,84.0521115486,78.3144592296,0.0508717424,0.1062351765,7.0201982408,9.4196714396,0.0476927658,0.3033526112,21.8733295264,10.1674829943,2.74366377,0.0658539474
NA,207,AO-1-330,330,238,238,1,1,NA,NA,238,07:27:44 Fri 22-Apr-16,99.9,20.6394779861,154.5223773858,1923.1050803974,102.2779605811,1076.2681773435,1386.3530315102,34781.4121339616,4394.3708756446,183.3015532761,102.5894244808,0.1409162819,0.6078454739,9.7620156711,20.4119923713,0.1505602051,0.2424207687,17.1132573927,21.2622502658,9.5121028467,0.1719410071
NA,245,AO-1-331,331,273,273,1,1,NA,NA,273,09:39:20 Fri 22-Apr-16,111.2,96.8224406338,300.581348923,2076.8737756039,65.9146706306,999.5191503244,850.0147665277,27130.0956116146,4254.2025776468,96.7660674952,138.4246446626,0.0620710864,0.1824398164,11.2352764284,14.9283694153,0.1862870606,0.545386483,24.3202920876,19.1304952491,4.5686330168,0.0484438327
NA,243,AO-1-332,332,270,270,1,1,NA,NA,270,09:28:01 Fri 22-Apr-16,104.5,27.7484212183,137.0559774158,826.0494902155,38.9253269343,768.1240707748,884.6118545803,28079.0047154258,3203.5094889323,76.020544758,101.4073158629,0.04604833,0.3611559827,8.553952196,10.4704806981,0.1029495427,0.6068476451,20.9539803749,13.0302763967,7.2074346202,0.1510986354
NA,216,AO-1-334,334,228,228,1,1,NA,NA,228,06:50:09 Fri 22-Apr-16,106.1,71.5646188756,819.6441478151,1522.7883385855,47.9556537762,970.6356277336,1288.2796730583,32744.5349390067,3244.6956854177,78.6870235534,73.6574292442,0.0632886823,0.1606018215,6.7580258616,14.8026755257,0.1535460952,0.2419115111,25.823104598,15.698895357,1.6189969698,0.0579749487
NA,193,AO-1-335,335,215,215,1,1,NA,NA,215,06:01:18 Fri 22-Apr-16,99.3,25.7583648337,105.1984379376,1705.7681574175,30.4320214166,910.7320766754,971.5673821762,34937.9779287633,4695.8631577122,68.1096770197,129.5957841152,0.0410163265,0.1796668334,7.5574033507,17.3407862067,0.1008887304,0.5560571192,29.4084088034,25.0592358249,4.0735200883,0.2576066076
NA,224,AO-1-336,336,249,249,1,1,NA,NA,249,08:09:05 Fri 22-Apr-16,119.4,50.7325568093,114.4429557423,909.6772756888,50.7288220055,565.3416597606,1177.3547830734,32421.5327457549,3287.8349718036,89.1409424715,53.3989911603,0.0413952999,0.1610922797,7.3655160967,16.3064923174,0.0690637272,0.4833261493,25.4994135678,13.9475098931,5.0369163296,0.1121307855
NA,221,AO-1-337,337,246,246,1,1,NA,NA,246,07:57:49 Fri 22-Apr-16,103.2,28.4547208522,278.6741181502,1359.3862067183,35.2018916079,840.9355524485,863.7299464867,37901.2376296504,2881.9475199819,68.7464814005,71.3434877102,0.0378013876,0.7844037643,6.8427473875,13.604674112,0.130635307,0.165503729,16.4495812861,15.8541982565,3.9557583295,0.0627777212
NA,218,AO-1-339,339,243,243,1,1,NA,NA,243,07:46:34 Fri 22-Apr-16,103,18.0864232406,136.2013086147,1423.8976244633,27.9934798925,952.2567848378,1020.406235334,33488.813142376,2618.3840901039,68.1644098706,105.3063262554,0.0361962547,0.1167772222,11.8230412334,21.3193331823,0.054390485,0.2981846578,25.421903146,13.1445945826,5.3049090124,0.069932551
NA,217,AO-1-340,340,242,242,1,1,NA,NA,242,07:42:49 Fri 22-Apr-16,101.8,27.0712652023,257.6298945078,1252.70734932,30.0306453923,761.9190451659,1120.8805934899,26090.2761616341,2601.854373668,71.3561122459,35.7000841483,0.0289825942,0.1014388584,24.3785410032,11.3472030621,0.0924201907,0.1940081787,10.36245737,10.7996419319,7.6379887192,0.1099169903
NA,212,AO-1-341,341,233,233,1,1,NA,NA,233,07:08:59 Fri 22-Apr-16,105.5,19.3248822885,196.5078674443,1039.9944540847,18.3690897142,417.4222367964,934.2155840298,24564.8682850368,2803.1926419218,53.7625454207,48.0892879939,0.0262611753,0.2171065546,19.199084083,13.3402384493,0.0793348642,0.4228224712,14.5056623789,13.1031679725,10.5733672478,0.1300623872
NA,208,AO-1-342,342,237,237,1,1,NA,NA,237,07:23:59 Fri 22-Apr-16,114.2,76.7696031316,224.3728270622,925.7364620357,34.8794767776,772.0870601727,662.465579556,25505.3524091997,3141.6112507734,65.1656035671,56.7692792651,0.0668486553,0.1602953614,9.0850336187,42.2671744338,0.0924167536,0.1171943761,16.9659013489,14.541022053,2.9123354227,0.2646425026
NA,201,AO-1-343,343,224,224,1,1,NA,NA,224,06:35:09 Fri 22-Apr-16,106.6,87.2359961552,276.6819017715,1783.7162088861,40.9284898237,1048.5093926251,1272.4118285551,32614.7611669597,4238.1489257418,80.1518041002,45.8674516018,0.0854842305,0.8467896545,6.6845278626,13.8970641059,0.1133808183,0.2226579912,15.7595014998,21.6148655433,5.1462541879,0.0822629183
NA,213,AO-1-344,344,232,232,1,1,NA,NA,232,07:05:13 Fri 22-Apr-16,99.9,27.7215333347,213.0130927255,1402.696020292,54.1908567926,603.7729555832,889.6510589989,37658.5406476676,4840.9242119837,96.6808771378,53.7613968014,0.0541252711,4.83350587,12.2652301959,22.6496634986,0.0550205696,0.5669615207,15.5827693879,24.4946397877,10.4951468383,0.3516786715
NA,192,AO-1-345,345,202,202,1,1,NA,NA,202,05:12:32 Fri 22-Apr-16,104.8,59.2816131093,714.7475616827,1120.9836412848,72.240267455,738.8984181532,771.2224980165,26430.4121885809,3062.1450101863,92.6880433562,47.8664273433,0.0651161762,0.113210455,6.5170564892,8.8990343321,0.1205102468,0.204305957,20.3180923348,15.2385744839,3.5935479327,0.0888057334
NA,199,AO-1-346,346,222,222,1,1,NA,NA,222,06:27:39 Fri 22-Apr-16,101.9,26.509208669,124.9238913405,1277.2943119589,27.7975104574,848.5190288764,1245.2934991837,26155.4898111496,2629.1150070083,71.6753873331,36.8697591761,0.034735466,0.1642848833,12.4587912378,25.854819844,0.104044367,1.0103301377,13.7337462347,11.1255274368,4.7796595123,0.0385196569
NA,196,AO-1-348,348,218,218,1,1,NA,NA,218,06:12:34 Fri 22-Apr-16,102,20.8487089015,142.2652366875,1755.7368594978,33.1009650514,582.9968821481,856.0868013724,33281.4538288873,4408.6332157912,67.1302568942,105.1364937272,0.0490470953,8.5123730044,10.2451698917,41.678627024,0.108044852,0.9772461881,24.8486072036,21.9761979117,6.6462432283,0.0867077783
NA,202,AO-1-349,349,225,225,1,1,NA,NA,225,06:38:54 Fri 22-Apr-16,105.4,24.354395329,186.3368518091,1947.0044752823,28.0550023037,789.2784783456,764.9246700201,26731.9957413097,3105.6954671847,54.6660380412,76.1591516914,0.0336048472,1.1209482674,10.1732152235,9.6414957153,0.1005601073,0.384490745,20.5618989451,16.8753384914,5.44348734,0.0606865715
NA,198,AO-1-350,350,220,220,1,1,NA,NA,220,06:20:04 Fri 22-Apr-16,99.4,22.76255554,172.0757505433,1397.8758688321,26.2476260124,1099.4105565915,918.1673311831,26196.0917199272,3435.4399328969,62.9287670651,54.2474468291,0.0385786501,3.514476674,10.806705298,50.1351577608,0.0809627122,0.6074538736,14.062905366,13.4780239014,3.4341411275,0.1441566314
NA,2,AO-1-359,359,13,1297,5,5,NA,NA,13,16:01:42 Mon 02-May-16,124.5,12.6866607073,268.3658534829,1062.2421706386,40.2089197177,670.7934756202,1086.6574564821,33903.1256829144,9184.1389822562,84.5433127275,205.0317430495,0.1684441135,0.1889489129,11.576408436,20.6569238863,0.3461082237,0.8579120166,22.0006070022,41.3958534511,4.8613581178,0.1197114337
NA,6,AO-1-363,363,8,1292,5,5,NA,NA,8,15:42:54 Mon 02-May-16,166.7,19.8712494477,822.5496784949,932.0135887206,86.918573729,960.537479876,1291.77066377,27855.708434433,3718.9860676429,139.2486859694,77.408615392,0.063136549,0.1678944826,26.2847904019,16.7014847226,0.3623024479,0.422609305,19.2407210701,17.8730257849,2.2109985761,0.3029700007
NA,8,AO-1-368,368,6,1290,5,5,NA,NA,6,15:35:24 Mon 02-May-16,119.8,22.2236325697,293.1682829755,1863.0828787711,53.1934328065,753.0003263284,1220.2718605015,38628.9341842786,5926.9011048097,102.2369174381,86.2892459211,0.0807922816,0.1809602191,7.9873406039,14.0813221016,0.1904999206,0.5482902508,5.7169324358,31.2818201668,12.2397269827,0.0705084311
NA,3,AO-1-373,373,12,1296,5,5,NA,NA,12,15:57:57 Mon 02-May-16,128.9,12.8717354524,263.2351768178,2749.8959143703,31.5833547147,818.4770760589,1016.6042656459,25301.0136674821,8174.4463579269,69.536868009,181.1125870455,0.0398255153,0.1066466596,15.1408502627,15.8670199386,0.7105141955,0.3635832738,22.5435961293,38.7075930874,12.6078201817,0.2272681009
NA,10,AO-1-377,377,4,1288,5,5,NA,NA,4,15:27:54 Mon 02-May-16,138.5,10.2733414824,426.1006079517,1502.4595331406,41.2943344558,861.819392452,651.1311568614,21121.3667127142,1784.7358313836,71.9009179241,53.0915325302,0.029547358,0.0838974341,12.2569728778,28.3354355583,0.1100793675,0.202078795,18.5790139826,6.4498198189,2.0755369277,0.0990977554
NA,16,AO-1-381,381,18,1302,5,5,NA,NA,18,16:20:27 Mon 02-May-16,121.7,10.8289494315,138.4366148734,1309.2304315488,38.3245127536,1423.1168347039,918.3716801896,34993.448614285,3373.287713125,79.296463569,123.9045529042,0.0551610569,0.1585873771,6.0184072985,28.561308387,0.0647799423,0.5098566792,34.2410673518,14.8240283627,1.2098371346,0.3128340168
NA,17,AO-1-383,383,19,1303,5,5,NA,NA,19,16:24:12 Mon 02-May-16,115.1,7.9098507464,171.4466420959,1643.5533910923,35.9193925279,1525.6630258959,745.2615256771,28959.6766297018,3854.8277226113,79.4586289997,91.904760519,0.0410207071,0.121883782,10.1464583872,30.7190125874,0.1258808671,0.648777667,24.4018038472,17.0499904856,2.1436226316,0.0687263815
NA,22,AO-1-389,389,25,1309,5,5,NA,NA,25,16:46:44 Mon 02-May-16,131.3,7.903086946,253.646661667,3056.8086374748,64.5255764408,1125.4847597794,1022.4017349471,25913.9023099284,7676.5920401329,103.7117996061,71.2435775701,0.0636869179,0.1586896258,11.5708736936,16.204116962,0.2467385813,0.4450502367,9.0483474768,34.5362291407,12.6356474629,0.1499327935
NA,23,AO-1-393,393,26,1310,5,5,NA,NA,26,16:50:29 Mon 02-May-16,114,22.5895008469,139.2898395111,1499.9584538647,49.1843115582,611.14314866,864.9098361346,30630.9778782221,4091.835484581,86.6476079959,116.7976657833,0.0914785127,0.2335835916,13.3599377579,19.2891454441,0.2150196486,0.6179302518,30.1732334391,19.0827202379,8.5032553138,0.4442166264
NA,25,AO-1-397,397,40,1324,5,5,NA,NA,40,17:43:00 Mon 02-May-16,102.6,14.614943144,163.0139289522,2188.1683693,52.9059577675,725.4756248168,1351.4051283626,26099.5674724773,6667.1004920817,105.3084488523,186.8532961995,0.0647592722,0.1308870198,11.6263781303,19.6721793679,0.3055020482,1.7794133426,18.5246636821,28.9411570617,10.7067103752,0.1252071843
NA,60,AO-1-402,402,55,1018,4,4,NA,NA,55,18:34:55 Fri 29-Apr-16,101.4,11.7256354284,130.2851689145,2722.6934212944,40.7799155981,1222.3005288681,1060.8758532959,32978.3852681475,5110.5931768888,78.4199214061,133.943446559,0.0390720714,0.1021837889,5.9162277714,17.1308714617,-1.7990696794,0.3536623149,18.6765696144,26.4623438468,5.2308216361,0.0676714511
NA,53,AO-1-404,404,63,1026,4,4,NA,NA,63,19:04:57 Fri 29-Apr-16,108.7,18.2727740589,164.5959953911,1742.2872205023,38.5352438867,1275.2479240515,912.411979422,23583.5427335672,3483.3144513277,89.282625478,77.523837928,0.0511369921,0.1679402633,8.4275578018,30.3166422118,1.2163323489,0.7000596786,14.4543015836,15.6627802372,6.5517139857,0.282404391
NA,38,AO-1-405,405,43,1006,4,4,NA,NA,43,17:49:53 Fri 29-Apr-16,145.6,32.8850437094,1458.3701760304,3056.0408533486,138.9078293864,996.7721792825,1820.8469476415,33906.9823290969,7033.6076933215,227.162484848,88.1206128301,0.1531712932,0.2785090039,7.2735131254,29.4810897446,-2.1599068356,0.6319541811,19.7920711459,33.7207043882,6.6164523183,0.1003054484
NA,40,AO-1-407,407,45,1008,4,4,NA,NA,45,17:57:23 Fri 29-Apr-16,149.2,8.5240688762,128.6517904436,2059.156623363,41.3998107277,1003.8704447588,692.2446362602,25564.8702408206,7161.1995303555,70.4571887311,149.6966936659,0.0715334973,0.2219902393,5.8253027628,12.0880991865,-1.5690117041,1.063833229,15.6293184373,33.4215815562,7.4657597464,0.3344338321
NA,50,AO-1-409,409,66,1029,4,4,NA,NA,66,19:16:12 Fri 29-Apr-16,120.8,7.3610460503,111.5498816272,1591.283877334,74.1128784029,640.7726481985,583.5895602461,24020.3443124643,4516.8444649306,109.7704124068,53.4628237047,0.0569214854,0.1161712865,5.2860414998,8.5655045718,0.6881969961,0.6051612412,11.3904141596,24.6144687461,7.5136112695,0.1827678821
NA,47,AO-1-410,410,53,1016,4,4,NA,NA,53,18:27:25 Fri 29-Apr-16,101.6,11.9357263471,225.8084225131,1621.9253536851,31.9918668451,879.7670379466,414.6636092373,28276.7876100294,2654.1102190443,61.7779505251,121.151968236,0.0511511126,0.1490575421,4.7641185143,13.4337566591,-1.1108801172,0.5883988773,25.6971091681,13.2730074175,2.7705742969,0.0658918769
NA,59,AO-1-412,412,56,1019,4,4,NA,NA,56,18:38:40 Fri 29-Apr-16,108.4,9.9009124347,231.4761383758,1716.26814316,52.5518053539,352.1396544898,657.1935659744,41069.1576887877,6187.6363736475,101.3651701548,155.6687820966,0.0468442694,0.1404489727,5.521957983,31.3697256544,-8.525321454,0.7273781946,15.9749097218,31.1470619014,15.6139061909,0.291944553
NA,33,AO-1-413,413,32,995,4,4,NA,NA,32,17:08:36 Fri 29-Apr-16,108,18.8839366085,226.3165651981,969.2472522875,38.9893899751,1106.0675471179,1041.2818688393,31058.6996095962,2940.5189008045,85.2930795563,85.2063593546,0.0633075978,0.134395878,6.1705737846,30.099411916,-0.491938128,0.6098094521,22.8870731789,13.2359411489,4.7118229174,0.104182413
NA,41,AO-1-414,414,46,1009,4,4,NA,NA,46,18:01:08 Fri 29-Apr-16,112.1,12.3486765166,76.1245567354,847.3766269693,20.9058354157,876.4199302854,372.330058508,24695.7252667018,1729.7619168005,44.5382828553,38.4695056867,0.0279111475,0.08550025,2.9142393192,8.6892117216,-0.5331161659,0.1187529271,19.6563647738,8.5743435147,2.0805194596,0.0322263298
NA,51,AO-1-417,417,65,1028,4,4,NA,NA,65,19:12:27 Fri 29-Apr-16,99.6,10.8455888298,154.0283062346,1415.1309424261,26.7801060961,513.617675352,589.8793753432,28781.6101815461,4710.8092893337,66.5166796143,79.0554715877,0.0405733111,0.1455001116,9.4905337569,14.5696526852,0.8155550031,0.4461392971,13.2748062638,22.1101343878,2.6419557591,0.0464981544
NA,35,AO-1-418,418,29,992,4,4,NA,NA,29,16:57:20 Fri 29-Apr-16,122.7,15.5797858881,278.3391581657,1569.1317563457,34.0532630948,1420.5426310722,1556.1504000847,28040.4203189192,4805.9322563801,68.116868869,116.7682927351,0.0611873285,0.1550849817,8.9225314644,19.8126897956,-0.6023940186,0.3823080301,16.5072974165,25.7894481392,5.3049694327,0.0757658241
NA,26,AO-1-427,427,39,1002,4,4,NA,NA,39,17:34:52 Fri 29-Apr-16,173.2,6.6105756136,379.738171831,2018.358861873,56.0033291593,1064.5586171229,782.4154676815,31229.3328192896,4433.093054098,89.3691650473,73.9022247769,0.0455922517,0.2220647412,6.811476552,11.5826928162,-1.4278815918,1.3368846391,23.8079043921,19.7566983271,5.7626897682,0.0817579436
NA,28,AO-1-441,441,37,1000,4,4,NA,NA,37,17:27:22 Fri 29-Apr-16,99.7,8.2719050176,338.7123728733,740.3570361075,27.6793570776,913.8772220042,517.2640712075,26409.4422954505,3298.2576803171,67.3983274986,42.316480555,0.0314790987,0.089651877,6.7939022284,10.8721850303,-0.4759319916,0.5499964564,13.1950393565,19.327895985,4.4363208821,0.1187502558
NA,29,AO-1-444,444,36,999,4,4,NA,NA,36,17:23:37 Fri 29-Apr-16,107.8,5.817829891,196.3051575551,2127.2100417272,31.0734178184,1184.1687118692,777.1048533327,41588.537107786,4951.3471403084,68.3229090623,161.4911232931,0.0390558177,0.135637468,4.5836158074,20.1518863887,-0.6069724288,0.6262392292,25.0076471392,26.1908863649,5.6311349419,0.3715941158
NA,44,AO-1-451,451,49,370,2,2,NA,NA,49,15:30:33 Tue 26-Apr-16,104.6,6.778844872,157.1730746417,933.0265101138,18.3336318524,698.8856882427,583.0124212034,27938.5439354952,3195.1218646918,45.8728482445,81.7570289496,0.0400982611,0.0791858083,4.5374483729,12.3654933958,-0.1782462837,0.5335355432,21.7350487607,17.3711960643,4.0063259832,0.1940845643
NA,19,AO-1-452,452,22,343,2,2,NA,NA,22,13:49:14 Tue 26-Apr-16,103.6,17.1387477469,405.8258862493,1377.6283592576,65.8061994496,1223.4750769008,1229.258304336,26325.4188873131,2374.0731598784,112.6937688738,53.5457872525,0.0699106335,0.136948125,6.9232795319,16.8385619772,-0.1439816714,0.6090002209,21.6118497777,10.7829965688,2.3972713788,0.0959969832
NA,17,AO-1-453,453,19,340,2,2,NA,NA,19,13:37:56 Tue 26-Apr-16,109.9,5.7645554305,116.8210274601,1225.3944361084,21.1638674815,1100.6651902293,1209.0882548847,25924.1756166702,3192.5830991367,49.4352939872,46.6109706668,0.0251244146,0.1303653627,4.2443516885,14.81985178,-0.0622373,0.2864823107,23.8439338881,15.1434418761,3.3825213542,0.0471642905
NA,14,AO-1-455,455,16,337,2,2,NA,NA,16,13:26:41 Tue 26-Apr-16,111,17.6265752196,232.0621445938,1316.8642382057,37.0119344957,1278.2998727981,1580.1295748754,23420.3628027442,2943.2101951697,84.9386115349,70.4975555554,0.0582490016,0.1262494562,7.1213840387,19.5348040371,-0.1840721382,0.5985216738,14.8135301468,13.7504230422,6.3679649504,0.05314862
NA,12,AO-1-456,456,2,323,2,2,NA,NA,2,12:34:09 Tue 26-Apr-16,96.9,8.9550510825,857.0607301665,2241.8200318248,23.1238219459,711.5715506027,1497.6075349003,30609.6457953802,7372.5104838184,74.7539009122,111.2783250186,0.0505709665,0.1196354999,9.3096203138,20.0840804441,-0.2541852006,1.5310838044,10.0759700026,32.1804921059,10.8107933192,0.1601543232
NA,10,AO-1-457,457,4,325,2,2,NA,NA,4,12:41:39 Tue 26-Apr-16,102.3,10.4709733375,129.0404191692,2755.8973107677,25.9020568713,499.9913024549,1214.4131678564,24824.3219381419,7331.924811866,75.6324646195,129.1464942748,0.0499450465,0.1864589574,7.5251316862,16.7577617685,-0.2834457603,1.1226579664,17.6990134092,33.358180692,10.3060319227,0.122486838
NA,8,AO-1-458,458,6,327,2,2,NA,NA,6,12:49:10 Tue 26-Apr-16,106.4,15.8469667277,250.0479773338,1990.3289673368,33.5522045796,693.311585683,1281.0407193363,33237.6786850109,3880.3711704683,85.5031575142,87.7299660975,0.0585481329,0.1494776667,8.2568886732,12.2391548163,-0.179828173,0.3959290691,11.2730005832,18.6903324228,1.6670122795,0.1704826266
NA,5,AO-1-459,459,9,330,2,2,NA,NA,9,13:00:25 Tue 26-Apr-16,97.7,12.4159948943,176.1099406085,2006.8520052588,18.9929746094,775.0317547909,1117.0808866388,40565.5154390809,4105.2557984519,50.7324052665,97.7868889256,0.040775634,0.0766831747,4.2110923492,9.4829588251,-0.1196598172,0.2948340436,28.3848043918,22.8925105068,4.2515074788,0.0442226972
NA,2,AO-1-460,460,13,334,2,2,NA,NA,13,13:15:26 Tue 26-Apr-16,96.3,7.9400873639,76.5250954167,1987.8958771911,21.6800361753,1323.5477794357,936.1854591275,28368.1181488935,3822.001723208,69.130798606,119.2866284658,0.0503391994,0.1820471385,6.5911186568,23.1590023701,-0.1052604504,0.3489273217,25.9210453625,17.5079713558,3.1675190372,0.1657799991
NA,288,AO-1-461,461,308,308,1,1,NA,NA,308,11:50:48 Fri 22-Apr-16,112.3,47.8167314416,228.9702615733,1423.5562749598,24.2657607248,1067.9038544986,731.7499496849,26861.7606251722,2094.9227666529,55.0683078688,83.2303018309,0.0446888699,0.1102735253,4.2919235246,26.0394120933,0.1011652524,0.6483179625,23.9011653044,7.8271111172,2.6758807906,0.2380640246
NA,285,AO-1-462,462,312,312,1,1,NA,NA,312,12:05:52 Fri 22-Apr-16,100.7,83.146838267,313.3426974501,1298.0756096075,30.9892194027,847.9190415207,835.874654532,22853.2196166652,3449.1801483178,58.6904801417,115.7581050224,0.0819742906,4.2173476073,4.421720382,11.7203660005,0.2397076255,0.895943685,17.4571639601,17.1104351125,4.1363324993,0.2692357385
NA,284,AO-1-463,463,313,313,1,1,NA,NA,313,12:09:37 Fri 22-Apr-16,115.2,21.6664419818,112.0525428232,1709.3926031226,43.4411973105,1157.2856818879,985.4821000145,35619.5124640077,3627.8398415131,85.4697357151,70.0000059025,0.0381970748,0.1739027509,4.2522016257,13.0691278903,0.0965622182,0.8273667879,25.8853419714,17.3946405073,3.6321107866,0.0561306822
NA,282,AO-1-464,464,315,315,1,1,NA,NA,315,12:17:07 Fri 22-Apr-16,103.7,107.0021249935,1242.4363219234,1865.41627177,53.6958684226,1387.5936684805,1183.3108475777,28143.5091271329,4099.1822077479,90.1437989164,139.5209700713,0.0568253694,0.2029822371,6.7820447778,15.3968432049,0.4058007912,0.6604616622,20.3088146157,18.4285860225,4.6036582643,0.1060617561
NA,280,AO-1-466,466,317,317,1,1,NA,NA,317,12:24:37 Fri 22-Apr-16,101,62.3531545834,393.6025004261,1716.5814268334,31.9183724387,802.4630027929,815.274687509,32953.5291869863,4277.2571560369,66.8931834687,72.4154953317,0.0478620482,0.1457581435,4.9737992778,29.3581192239,0.1915965057,0.8220731639,19.9124281613,22.4819180063,5.2431691005,0.0824375207
NA,266,AO-1-467,467,296,296,1,1,NA,NA,296,11:05:44 Fri 22-Apr-16,106.1,75.6548958895,137.4490607576,779.5062353461,42.8441923696,1068.9122081345,904.9970437357,33942.943238708,3297.3748367745,76.8026999184,120.8841936972,0.0527995609,0.2008972199,4.6149534177,12.4610988532,0.1205856815,1.2227711675,25.5350151044,15.4816908885,2.0801008765,0.0917789956
NA,256,AO-1-468,468,290,290,1,1,NA,NA,290,10:43:09 Fri 22-Apr-16,170.3,56.1126545477,268.7761174044,1924.7159287044,37.5736948384,489.2796851029,1515.4047012168,32270.3656480277,3551.7007419286,92.7683230988,83.5893204156,0.0785330961,0.1951309585,11.8629281817,46.0275386818,0.4326408111,1.6572317565,18.6943930369,15.1699261994,12.4371408676,0.2019568899
NA,251,AO-1-469,469,279,279,1,1,NA,NA,279,10:01:50 Fri 22-Apr-16,100.8,54.0789931357,60.6382893773,1455.5109104069,28.416548969,852.3647978821,1078.8314594498,29766.8801716074,6089.0288444655,60.9144022053,122.4101306074,0.063063108,0.1380427399,4.2781109774,11.9352758782,0.1846247896,0.5848295052,16.9872340291,32.5479624613,5.4427282573,0.0837320207
NA,250,AO-1-470,470,278,278,1,1,NA,NA,278,09:58:04 Fri 22-Apr-16,109.2,48.808762044,480.2626138378,1613.4227377383,31.0182285019,919.7244512747,1042.9444378828,28125.087871793,3082.5702237296,70.8838180084,95.5594896642,0.0625314523,0.4806869117,6.3544590954,28.9744854078,0.2127169261,0.8118914597,20.3132902983,14.4704682064,5.2498776285,0.1590293624
NA,278,AO-1-471,471,319,319,1,1,NA,NA,319,12:32:07 Fri 22-Apr-16,101.5,96.5016922457,238.9491150768,3129.0232887575,42.3117577778,969.1208459091,1393.2871361323,27838.083642363,6222.0790968716,89.6647089408,89.7449531952,0.0712674661,0.3083528231,5.4652937324,12.7444850776,0.1329142278,0.0709287055,13.3242917065,34.5558011253,10.0441735064,0.1893858275
NA,276,AO-1-472,472,307,307,1,1,NA,NA,307,11:47:03 Fri 22-Apr-16,177.8,87.6686192684,310.1948850721,2822.9606363244,52.6654412301,1290.7559215433,1098.0360642971,43042.0981778281,7143.533390821,88.2324608317,129.9045105416,0.0751107934,0.219331812,8.3693671964,20.1290224482,0.2224804418,0.4929134082,19.9045986003,35.1716142698,8.7008846013,0.1000219099
NA,275,AO-1-473,473,306,306,1,1,NA,NA,306,11:43:18 Fri 22-Apr-16,99,29.1492228785,227.4579617988,1127.4931152832,34.84297565,419.2745586085,885.3906598867,35041.7023088815,4502.069568694,82.3643391695,77.2223003828,0.043999956,0.224387356,8.1738582985,20.4880074629,0.143933913,0.8826566424,20.9580591798,20.8941571949,8.2927199875,0.2826634441
NA,272,AO-1-474,474,303,303,1,1,NA,NA,303,11:32:03 Fri 22-Apr-16,115.5,21.3755298632,170.6828607775,2024.6291786727,56.705622034,793.0176446942,890.5972019904,36864.1422415237,4081.431320663,84.7413717467,104.5418327795,0.050120522,0.1875623175,4.5618015148,12.0091187958,0.1016955406,0.6895860396,23.3012321219,21.5494311037,8.2631951267,0.2261412063
NA,271,AO-1-475,475,302,302,1,1,NA,NA,302,11:28:18 Fri 22-Apr-16,158.6,102.0041711505,287.3079325392,2323.2342743292,43.5665583161,503.3718906079,1198.9686433935,16284.4769498948,3454.6680501995,86.2189279531,61.0503683979,0.0597073909,0.3767986043,7.933052864,32.9314320772,0.1362199455,1.6237444515,9.842291117,15.7342179582,11.0351171608,0.0931263451
NA,261,AO-1-476,476,285,285,1,1,NA,NA,285,10:24:24 Fri 22-Apr-16,98.8,31.4731947585,213.4764520659,823.5031573173,24.4632970816,1000.4913118045,893.1639118216,19600.7854145947,3144.8471988676,51.755097022,60.9230780144,0.0412077919,0.1316868643,5.6713757414,20.4257689661,0.19291381,1.1209802209,14.1195482798,13.4081354118,2.4002644441,0.0336906418
NA,258,AO-1-477,477,288,288,1,1,NA,NA,288,10:35:39 Fri 22-Apr-16,110.7,37.8461085979,110.1463268108,1025.990288257,27.6954361958,793.5314229586,826.4448562787,32135.9766681614,3481.5494327557,63.2283685512,58.3785852336,0.0393273488,0.1651600736,5.7366383286,24.9264638445,0.1373704453,1.1317910351,23.6547433451,16.6920161272,3.2651166856,0.0464969496
NA,255,AO-1-478,478,292,292,1,1,NA,NA,292,10:50:44 Fri 22-Apr-16,103,34.0010088533,134.7621989333,1327.8509796376,36.6863135046,925.2310836558,1199.3268983724,31175.8489360234,3907.1204062433,74.8838674644,71.2061306551,0.0519958958,0.1805321438,4.8879807423,13.6274366303,0.1225678728,1.3630572202,25.6498031239,17.5791922653,1.6229526561,0.089880963
